CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,BBL
50134414,JACKSON DINER,Queens,3740 B,74TH ST,,7186721232,Indian,2023-09-07,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,47.0,,,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,4.0
41600160,STARBUCKS,Manhattan,11011109,AVENUE OF THE AMERICAS,,2123823917,Coffee/Tea,2022-08-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2022-08-03,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50081239,PATRICK'S PLACE,Manhattan,2835,FREDERICK DOUGLASS BOULEVARD,,2124917800,Caribbean,2024-10-24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,11.0,A,2024-10-24,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50118701,EGGY WEGGY / ESSEX BURGER,Queens,,TERMINAL C LEVEL 2 CONCOURSE E,11369,2159970667,Asian/Asian Fusion,2022-10-26,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,11.0,A,2022-10-26,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
41668282,ROSEMARY'S,Manhattan,1820,GREENWICH AVENUE,,2126471818,Italian,2025-06-04,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,24.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50126220,HARLEM CAFE,Manhattan,2259,ADAM CLAYTON POWELL JR BOULEVARD,,3472329231,American,2023-04-14,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,38.0,C,2023-04-14,2025-10-17,Pre-permit (Operational) / Re-inspection,0.0,0.0,1.0
50100349,JERK HOUSE CARIBBEAN RESTAURANT,Manhattan,2143,ADAM CLAYTON POWELL JR BOULEVARD,,9176577477,Caribbean,2022-03-15,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,11.0,A,2022-03-15,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50122709,CARIBBEAN KRAVE,Manhattan,1980,ADAM CLAYTON POWELL JR BOULEVARD,,6463559905,Caribbean,2023-05-26,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,12.0,A,2023-05-26,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
41109381,DOMINO'S,Manhattan,2554,ADAM CLAYTON POWELL JR BOULEVARD,,2122831100,Pizza,2022-01-10,Violations were cited in the following area(s).,20F,Current letter grade sign not posted.,Not Critical,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,1.0
50040217,AFRICA KINE,Manhattan,2267,ADAM CLAYTON POWELL JR BOULEVARD,,2126669400,African,2024-08-22,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,57.0,,,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50045961,TAI LAI RESTAURANT,Brooklyn,990,T S BOYLAND ST,,7184987787,Chinese,2024-04-17,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2024-04-17,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,3.0
50111090,ISRAEL DISCOUNT BANK,Manhattan,1114,AVE AMERICAS,,3479093385,American,2025-09-29,Violations were cited in the following area(s).,18-11,Food Protection Certificate not available for inspection,Not Critical,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,1.0
50143216,FRESHII (CONCOURSE F),Queens,TERMINAL C,"LAGUARDIA A,",11371,9175363918,Salads,2024-10-30,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12.0,A,2024-10-30,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
41395419,CITI FIELD STAND 402,Queens,0,126 ST & ROOSEVELT AVENUE,,7185958146,American,2024-09-20,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,A,2024-09-20,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
40387418,TAL BAGELS DELI,Manhattan,975979,FIRST AVENUE,,2127539080,Bagels/Pretzels,2025-07-14,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,26.0,Z,2025-07-14,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50063114,THE ROOF,Manhattan,215,CHRYSTIE ST/PUBLIC ARTS,,2127356000,American,2024-01-16,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,2024-01-16,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50084602,SAN MARCOS CAFE,Bronx,949 A&B,WESTCHESTER AVE,,9176881846,Latin American,2023-04-24,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,24.0,B,2023-04-24,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,2.0
41543970,PAUSE CAFE,Manhattan,3,CLINTON SREET,,2126775415,Middle Eastern,2023-03-30,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,45.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40387418,TAL BAGELS DELI,Manhattan,975979,FIRST AVENUE,,2127539080,Bagels/Pretzels,2023-04-03,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,14.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40879243,"HYATT, NY CENTRAL, ROOM SERVICE",Manhattan,0,& GRAND CENTRAL,,6462136719,American,2025-03-24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2025-03-24,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41127647,BURRITO BAR,Brooklyn,307311,FLATBUSH AVENUE,,7182308646,Tex-Mex,2022-03-30,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,A,2022-03-30,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
40682609,VIA BRASIL,Manhattan,3436,WEST   46 STREET,,2129971158,Brazilian,2024-07-29,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,69.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50112427,HAPPY CANTEEN,Brooklyn,1801C,AVENUE U,,6462678950,Japanese,2023-09-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2023-09-26,2025-10-17,Pre-permit (Operational) / Re-inspection,0.0,0.0,3.0
50153380,PROTIEN BAR & KITCHEN,Queens,LAGUARDIA,AIRPORT,11369,5163989952,,,,,,Not Applicable,,,,2025-10-17,,,,
50127927,JUST LORRAINE'S PLACE TWO,Manhattan,2247,ADAM CLAYTON POWELL JR BOULEVARD,,2122340720,American,2024-12-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,37.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50010248,CAFE GRUMPY,Manhattan,,LEXINGTON AVE,10017,2126612198,Coffee/Tea,2023-12-07,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,32.0,,,2025-10-17,Cycle Inspection / Initial Inspection,,,
50150917,AA ADMIRALS CLUB,Queens,450,WORLD WAY TERMINAL 4,,8663723055,,,,,,Not Applicable,,,,2025-10-17,,0.0,0.0,4.0
41543970,PAUSE CAFE,Manhattan,3,CLINTON SREET,,2126775415,Middle Eastern,2023-03-30,Violations were cited in the following area(s).,20-05,"Current letter grade or ""Grade Pending"" card not conspicuously posted or visible to passersby",Not Critical,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,1.0
41629759,PL LOUNGE RESTAURANT,Queens,3812-3816,65 STREET,,6463265165,Latin American,2024-07-18,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,10.0,A,2024-07-18,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
40649472,PIER 60,Manhattan,,AND WEST SIDE HIGHWAY,10011,2123366060,American,2024-04-15,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2024-04-15,2025-10-17,Cycle Inspection / Initial Inspection,,,
50010248,CAFE GRUMPY,Manhattan,,LEXINGTON AVE,10017,2126612198,Coffee/Tea,2023-12-07,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32.0,,,2025-10-17,Cycle Inspection / Initial Inspection,,,
41395386,CITI FIELD STAND 102,Queens,0,126TH ST & ROOSEVELT AVENUE,,7185958126,American,2024-09-20,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13.0,A,2024-09-20,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41623317,PRONTO PIZZA,Staten Island,2935,VETERANS ROAD,,7183562500,Pizza,2022-10-20,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,28.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,5.0
40958170,SOHO HOUSE,Manhattan,2935,9 AVENUE,,2126279800,American,2025-03-17,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,38.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50106949,GUIRA & TAMBORA,Manhattan,2531,FREDERICK DOUGLASS BOULEVARD,,3479958770,Caribbean,2023-01-03,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,27.0,,,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
50049514,BRASS RIZ & GRILL EXPRESS,Queens,227-02/08,LINDEN BLVD,,9175570106,Creole,2021-09-03,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,39.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50129114,PRIMOS BAKERY CAFE,Queens,4718/20,JUNCTION BLVD,11368,7182713183,Bakery Products/Desserts,2023-10-26,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,51.0,,,2025-10-17,Pre-permit (Operational) / Compliance Inspection,,,
41585053,REGGAE SUN DELIGHTS NATURAL JUICE BAR,Manhattan,227229,WEST 145 STREET,,3474726265,"Juice, Smoothies, Fruit Salads",2022-09-19,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,28.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50066463,CAFE 53,Manhattan,1301,AVE OF TH AMER,,2123507441,American,2023-05-26,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,26.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50108022,BEECHERS/SWEET LEAF,Queens,CA2L-114,LaGuardia Road,11371,9177740536,American,2025-07-16,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,2025-07-16,2025-10-17,Cycle Inspection / Initial Inspection,,,
41194745,GOLDEN PALACE GOURMET,Queens,14009,CHERRRY AVENUE,,7188864383,Chinese,2025-04-30,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,34.0,Z,2025-04-30,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,4.0
50018572,NIKKO HIBACHI STEAKHOUSE & LOUNGE,Queens,177-15/21,UNION TPKE,,7188208818,Japanese,2025-05-23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
40942342,LARRY FLYNT'S HUSTLER CLUB,Manhattan,639641,WEST   51 STREET,,2122472460,American,2024-06-01,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,22.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50088988,CITY ONE,Manhattan,2726,FREDERICK DOUGLASS BOULEVARD,,2123688818,Chinese,2024-10-29,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,44.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50047418,CHEZ MATY ET SOKHNA,Manhattan,2249,ADAM CLAYTON POWELL JR BOULEVARD,,2123685005,African,2024-10-24,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,41.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50105605,LALIBELA ETHIOPIAN RESTAURANT,Manhattan,2084,FREDERICK DOUGLASS BOULEVARD,,9178819775,Ethiopian,2025-07-21,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,25.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50033660,RUSTY'S FLAVOR,Manhattan,2261,ADAM CLAYTON POWELL JR BOULEVARD,,2123683403,Caribbean,2022-04-13,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,63.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50116597,MI CASA (next to gate 22),Queens,215,LA GUARDIA RD,,7037237264,Mexican,2024-05-22,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,9.0,A,2024-05-22,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,4.0
41194745,GOLDEN PALACE GOURMET,Queens,14009,CHERRRY AVENUE,,7188864383,Chinese,2023-05-10,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,34.0,C,2023-05-10,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,4.0
50034742,BLUJEEN,Manhattan,2143,FREDERICK DOUGLASS BOULEVARD,,2122561073,American,2018-08-29,Violations were cited in the following area(s).,20D,"â€œChoking first aidâ€ poster not posted. â€œAlcohol and pregnancyâ€ warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,1.0
41570383,KUNG FU TEA,Queens,3810,138 STREET,,7183958297,Coffee/Tea,2025-09-30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50033660,RUSTY'S FLAVOR,Manhattan,2261,ADAM CLAYTON POWELL JR BOULEVARD,,2123683403,Caribbean,2022-04-13,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,63.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50044260,BURGER KING,Bronx,C16A,CONCOURSE PLAZA/161ST ST,,9174719288,Hamburgers,2023-08-11,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
41585053,REGGAE SUN DELIGHTS NATURAL JUICE BAR,Manhattan,227229,WEST 145 STREET,,3474726265,"Juice, Smoothies, Fruit Salads",2024-12-18,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,13.0,A,2024-12-18,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50107047,KING BARKA,Manhattan,2733,FREDERICK DOUGLASS BOULEVARD,,3476418572,Caribbean,2022-10-06,Violations were cited in the following area(s).,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,13.0,,,2025-10-17,Pre-permit (Operational) / Compliance Inspection,0.0,0.0,1.0
50010286,GRAND BANKS,Manhattan,,Park N. Moore St. at West S,10013,2126606312,Seafood,2023-10-25,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Critical,9.0,A,2023-10-25,2025-10-17,Cycle Inspection / Initial Inspection,,,
50101626,Cafe JJ,Queens,23059,INTERNATIONAL AIRPORT CENTER BLVD,,7185532905,American,2023-12-20,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,9.0,A,2023-12-20,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
40659101,LUCKY HOUSE CHINESE KITCHEN,Brooklyn,343345,LEWIS AVENUE,,7184432298,Chinese,2024-01-04,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,2024-01-04,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
41718673,BAREBURGER,Brooklyn,145149,COURT ST,,3475296673,Hamburgers,2024-01-08,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,52.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50063114,THE ROOF,Manhattan,215,CHRYSTIE ST/PUBLIC ARTS,,2127356000,American,2025-03-04,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41585053,REGGAE SUN DELIGHTS NATURAL JUICE BAR,Manhattan,227229,WEST 145 STREET,,3474726265,"Juice, Smoothies, Fruit Salads",2023-05-18,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,14.0,B,2023-05-18,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50129114,PRIMOS BAKERY CAFE,Queens,4718/20,JUNCTION BLVD,11368,7182713183,Bakery Products/Desserts,2025-01-03,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,9.0,A,2025-01-03,2025-10-17,Cycle Inspection / Initial Inspection,,,
41395399,CITI FIELD SHAKE SHACK - STAND 139,Queens,0,126TH ST  & ROOSEVELT AVENUE,,7185958100,American,2024-09-20,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,A,2024-09-20,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
40909205,STARBUCKS,Manhattan,0,GRAND CENTRAL STATION TERMINAL,,2123704161,Coffee/Tea,2023-03-16,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2023-03-16,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50034742,BLUJEEN,Manhattan,2143,FREDERICK DOUGLASS BOULEVARD,,2122561073,American,2020-02-05,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,29.0,C,2020-02-05,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40403419,AIR INDIA LOUNGE,Queens,4,,,7187514040,Indian,2025-05-28,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,27.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
40977437,LA CAVERNA,Manhattan,122124,RIVINGTON STREET,,2124752126,American,2023-04-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41548070,POPEYES,Bronx,8310,ASTORIA BOULEVARD,,7182056024,Chicken,2022-05-05,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,A,2022-05-05,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
41038028,UKRAINIAN RESTAURANT (EAST VILLAGE),Manhattan,140142,2 AVENUE,,2126143283,Eastern European,2023-02-28,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,17.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50089893,BLVD BISTRO,Manhattan,2149,FREDERICK DOUGLASS BOULEVARD,,2126786200,Soul Food,2024-04-02,Violations were cited in the following area(s).,03C,"Unclean or cracked whole eggs or unpasteurized liquid, frozen or powdered eggs kept or used.",Critical,22.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50001854,DUNKIN,Manhattan,2264,FREDERICK DOUGLASS BOULEVARD,,6465978172,Donuts,2023-02-02,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,24.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41606171,IHOP,Manhattan,235237,EAST   14 STREET,,2123881499,Pancakes/Waffles,2025-01-22,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,9.0,A,2025-01-22,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
41086967,IL SOLE,Manhattan,229233,DYCKMAN STREET,,2125440406,Italian,2022-11-17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5.0,A,2022-11-17,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50173730,A1 ASIAN FUSION,Manhattan,2071,ADAM CLAYTON POWELL JR BOULEVARD,,2128663888,Fusion,2025-08-05,Violations were cited in the following area(s).,05A,"Sewage disposal system is not provided, improper, inadequate or unapproved.",Critical,35.0,N,,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
41395529,CITI FIELD EMMY SQUARED PIZZA,Queens,0,126TH ST & ROOSEVELT AVENUE,,7185958100,Pizza,2024-09-20,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,6.0,A,2024-09-20,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50047192,TROPICAL GRILL RESTAURANT,Manhattan,2145-2151,ADAM CLAYTON POWEL BLVD,,2125310233,Latin American,2024-07-09,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
